Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,14.362586790573811,-6.177755784085855,3.789126881343065,0.4228209292445447
2,26.41491583590962,-6.288850705729995,4.4482137441339065,0.3649445698101864
3,26.463902865616603,-5.670498070778246,4.658574407441912,0.32088230329355594
4,14.294215319013738,-6.21845952679713,4.689181015541645,0.32070868790122037
5,21.861007487410113,-7.064813374099931,5.156342042410529,0.32201360484259156
6,26.59559141720709,-7.343658733169484,6.0108282059019205,0.2921446248178487
7,12.970787501375206,-9.130316085221716,5.097626933284733,0.2944980532351041
8,10.287999478246888,-9.524811785020844,6.227791385751165,0.2983814166744229
9,10.620802824154666,-10.82110285023873,6.0836693050778425,0.30423727802010003
10,13.437971836385707,-11.919681285010933,6.38977720574062,0.3107307921927187
11,15.317266076883719,-12.079429741689058,5.608223952447847,0.3477204549071198
12,30.700800314913923,-11.393235217293881,7.156084269894775,0.31910819701743875
13,52.228547428470705,-12.310581721437499,8.847909742541576,0.2901647653314221
14,10.31013170700033,-13.20824101856051,5.611265686269185,0.29126365698808676
15,14.532235138013668,-13.877079177528309,5.64568495004821,0.29157690891284427
16,10.285804394773464,-13.062682752609458,5.7584934714710245,0.29078966728030364
17,4.060066442237181,-12.616125749468756,5.211125330496435,0.2875269164309257
18,10.271166991827826,-13.215875873146267,5.765453910941414,0.31490280809646815
19,32.95776117850782,-12.35325203152125,6.930385853026166,0.31623660889761995
20,27.49523646306047,-13.072462327615977,6.680876580687313,0.3182536380843232
21,18.16296559061223,-12.768062932783373,6.371823612484458,0.3200689729635576
22,10.260456434884482,-13.035262028678067,6.075037958864141,0.32400718388988725
23,15.125498396558136,-13.772006701476052,5.57494982198332,0.3557806803628785
24,34.18452274959108,-11.808932675375557,8.47374179995848,0.3532811514440112
25,26.192934306700284,-13.251679150269833,6.88998572239839,0.3521575263905565
26,29.143699344350125,-13.075217212443226,7.210455462175514,0.354150554072888
27,19.593153970082156,-12.99272841641785,6.3700625321332165,0.3543958307743452
28,44.096267716672116,-12.518028475602259,8.105962471686187,0.39099000612823226
29,26.10995583948959,-12.10970668634478,7.412165026805144,0.3918252269844666
30,24.998315031874405,-13.183448448983055,6.5862055895624785,0.3915755462285037
