Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,46.88674752597491,-1.099867087295811,10.720848054013656,0.42319445474463707
2,35.98768433467975,-1.7715824733134224,9.950282126618182,0.40933894668834103
3,46.96202382212296,-4.059746837133435,10.132884476196937,0.35717002067421194
4,47.954391599240864,-5.770532913208024,10.489569849911197,0.31642163351023755
5,29.25756033945418,-8.137912595296223,9.476870404196777,0.3152743478483818
6,25.48291935909008,-8.801796376957013,10.049559205558111,0.31623751058667365
7,29.46604558054444,-9.835572428559924,9.917582310685955,0.3169990167353319
8,25.481623682856462,-10.179445239456692,8.722269979181203,0.3178284757880937
9,25.476031962258393,-10.488688365406134,8.139623971891092,0.3520173686919467
10,27.652482615970506,-9.319453724213185,9.911531076020644,0.3519505065130288
11,25.49868953286515,-9.770811322368251,9.507889539778327,0.35374203854700986
12,36.01988524659865,-10.927542622448154,9.267181504475616,0.3559542368446527
13,25.860031758807924,-9.305466999030763,9.108201845829058,0.3585502829146385
14,24.262009649659493,-10.872809673458418,8.855903190445778,0.39935672759651475
15,25.4764498663391,-9.065082950814329,9.169969392914876,0.4008644485338864
16,25.485828683149407,-10.231911218820795,8.758700152813587,0.40338431626748716
17,24.40913358381686,-10.813639298244752,8.156461005916796,0.40678197107095465
18,42.16624726780366,-8.924598979448797,10.539023964002817,0.40802935138243723
19,35.96126869482665,-8.068238182365477,10.852251193547637,0.4454839251193458
20,46.76076254423771,-7.626064098125794,11.280530011948695,0.4422056059748528
21,25.85153177923534,-10.415251295464014,8.886255928430323,0.4389792502710685
22,24.547643025346154,-10.229390410973194,8.980036351761772,0.4374142034594838
23,29.419631992889126,-10.576841328219032,8.613996949562365,0.43890449345194227
24,42.190543810903094,-11.988909793028238,7.934863342566022,0.48709235334504253
25,46.977790756148636,-9.374586200204424,9.954913554555606,0.48785366664089064
26,25.472690533367487,-10.756413730071683,7.96307560252079,0.4873136780809385
27,38.39704581186086,-9.920183799408967,9.041128391568767,0.4897179632111495
28,26.75772934070161,-10.314782824486024,7.910261042002999,0.49154019053216175
29,25.481083052715807,-11.65172274156909,7.676505456842915,0.5
30,29.46521865335335,-10.928217100434834,7.84870857727783,0.505511374289705
