Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,12.255652374296531,-6.903563105695229,4.0514061979928355,0.4219960928134843
2,32.37571553614005,-8.679205198003254,4.578415927606305,0.3653037906083668
3,24.259475200994192,-8.687268324500725,5.019150625483247,0.358893432035086
4,10.35803201336919,-8.924804254503078,4.766363247095964,0.35835229120733747
5,11.864557687009716,-10.834728385536309,5.303757656493601,0.3623903617506705
6,31.32107793566257,-12.380358423542429,5.755807764716708,0.3665932142919071
7,32.57301169334458,-12.565395413101305,5.844583826925549,0.33415105319180094
8,17.014611546093153,-13.274902974727985,4.808306980279196,0.3378467733955988
9,24.12442568412754,-13.500050154911623,5.229488666670411,0.34045933394291533
10,15.724702298418286,-13.531403250196297,5.09683819406996,0.3427789063942226
11,26.230212002863773,-13.34203912330765,5.6108690860170585,0.34478016078284285
12,33.87553917588743,-13.186970715998491,6.504691699349895,0.31146430946860904
13,8.093863923642111,-13.129460643020698,5.40292128325517,0.3156902316872813
14,-1.5652557213895832,-13.710417362745787,5.135261093471036,0.31940453763045357
15,-1.9261090014747921,-14.791639663298042,4.5925142378131305,0.3231958085832979
16,3.4794296326727334,-13.788618856765105,5.124789661345144,0.3268070069759083
17,-2.1440456432155326,-14.056713927288367,5.01988099458768,0.3666058865572451
18,6.739489083167861,-13.606849280153064,5.569307988020374,0.37346895327373186
19,13.636802853006426,-14.278012160366035,5.626704537036043,0.3822153567553342
20,10.62192076361082,-14.639908897699229,5.135658008415722,0.38483471078819065
21,34.510539162752764,-13.239766354143747,7.068873142597514,0.35368381154260675
22,-5.873921364087652,-14.398405152595187,4.950898965734599,0.36083843507831637
23,-2.4457902412207844,-14.39165810143656,4.967366182008195,0.36589281015277186
24,46.005182616292196,-14.520843333523935,6.544374768305728,0.33325495835473706
25,28.596169173805695,-14.869497894233387,5.980559557310813,0.339277383589195
26,32.88474402353888,-14.976173012403542,6.340949802105896,0.3445176193361098
27,23.892909654358753,-15.36733316616934,5.787959431179655,0.35012898246811314
28,22.418840655835584,-14.95607018855174,5.4892386150373635,0.35561042887399824
29,27.166383180119315,-15.332691802281433,6.343255458520849,0.399718501899818
30,32.786510388180545,-14.740778807431898,6.757311308643832,0.4049905949990843
