Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,14.133940754337594,-6.424465314314717,3.311653933503638,0.42326533260288923
2,21.190498503354092,-6.475287283214409,3.125077931443474,0.3685039594118852
3,-1.0664063366820926,-7.602916214430783,2.6874056232510157,0.3621457372146083
4,3.0805849153136506,-7.212080822559531,3.0935273053253,0.3587351573833895
5,3.028907060944059,-8.135358419235786,3.4586292835345724,0.35898699725553024
6,3.2636948765884704,-7.847252347883896,4.315055386033862,0.3613135148928502
7,-0.1713492205207423,-8.352840307152128,4.353788753619531,0.4012409587239084
8,11.685677574558245,-7.336202167008398,4.508419757573658,0.40306051884079586
9,32.286695231275885,-7.03690775630065,5.506912651094561,0.36845664638274633
10,2.8009726219898,-7.999082570410123,5.190203864306125,0.3730417828582434
11,1.0940675173517498,-8.471314638673858,5.068792737347389,0.37589743532717756
12,21.64651714939945,-7.712216963296393,5.276276499328719,0.37771705623666546
13,16.48838560608435,-9.077999086929662,5.578744564588936,0.38180057027976605
14,3.9206791201199493,-8.787716802633328,5.917644537455997,0.42435322138640075
15,33.95051345371405,-7.4936755399154045,6.390299093426541,0.3881862023831435
16,15.505169364650108,-9.171678964973095,5.790153543691733,0.39138800386525
17,3.079317628323354,-9.201835933547795,5.546495732883403,0.39330555073844764
18,-1.0251256926423267,-9.07457176847927,5.391399648248551,0.394445869976746
19,36.01199900368657,-8.057097860585145,6.813717149672433,0.35860081640779606
20,-0.13814190950345662,-10.258279049555014,5.237094485271871,0.36164284944271974
21,5.889209121661139,-10.44670179410608,5.540753180038832,0.3613902061166115
22,3.1251636593104877,-9.331388519038015,5.562779435832997,0.3618627092824288
23,14.760361455768322,-9.18505615856529,6.051275046151454,0.3612978446637422
24,11.07163915968814,-9.781406882250048,5.950210584636021,0.39741721280330233
25,7.82975215982075,-9.915807066802104,5.724891010628999,0.3965261503965046
26,8.659165807305541,-9.705326108485664,5.572366378945033,0.39731767793827477
27,7.812444898348474,-9.942399006765468,5.714638165922649,0.40122414014704966
28,10.98740092340584,-9.522995223472531,5.723459916010681,0.40575365642048145
29,0.40825578524747286,-9.378294251118751,5.337536536944304,0.4491406031366242
30,2.881171242198631,-8.704763017460019,5.071972474970286,0.4496262768592668
