Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,19.01125442810192,-5.603038784548923,3.347901794461717,0.4242138036780904
2,8.605554647346601,-6.338806985585038,1.802052602101766,0.41000230995539166
3,1.3258002148602905,-6.659329832504045,1.3694771899089184,0.40541709420470934
4,11.041873048134114,-6.46934807266063,2.06364656038067,0.4029958871170485
5,3.160637270873906,-6.6627821859932945,1.0972891989409048,0.40209320650244235
6,-0.6633696967264608,-6.750981186897054,1.1726608766326612,0.44826778191615785
7,3.0882938205493833,-6.586829023210933,1.4343973968641497,0.45632641304722793
8,-0.9369375513157259,-6.911003373407284,0.9930113949169007,0.46119031470878474
9,15.512625314303882,-6.790549038268882,1.8567003628531067,0.4682979004915893
10,8.112642376897522,-6.485028424983211,2.027232814181127,0.4747502887385325
11,2.007655012352462,-6.707727766450083,1.6906605869435374,0.5
12,1.9534315668128421,-6.625096561788771,1.8908913555075029,0.5027558073896629
13,-0.33009343269698643,-6.739355323878597,1.4053671196445026,0.5055940756774956
14,11.276525125874333,-6.648822655414968,2.17157570629865,0.5080588052923365
15,20.75191247056346,-6.552811903875192,2.9131770521514744,0.4615847418793517
16,-0.47418182863525615,-6.889226104567849,1.4100469296148526,0.4671938080670287
17,3.882475447460912,-6.922777923879111,1.4185830165977875,0.47227363658904387
18,0.009949810398566683,-6.78804619381871,1.3793855718750399,0.4781795392053856
19,25.160547322176352,-6.219083389956857,3.344051258504479,0.4334587310910421
20,-0.1801267348201634,-7.067502170540573,1.176712466815446,0.440219361362292
21,-0.6633696967264608,-6.9991249760673915,1.4685112106428095,0.44767597577004004
22,10.828686903067315,-6.777309898910301,2.158964673115627,0.45349766153283766
23,4.722886413108954,-6.614498552458292,2.0562601307677677,0.45635166301945246
24,20.820077000409583,-6.452971910287983,3.3243863404779113,0.5
25,11.622705964618127,-6.4579420373994,2.882663731245145,0.5022060345002489
26,0.5878967548603065,-6.540490364078239,1.9066781953929421,0.5048389269869797
27,11.800682029936567,-6.574622996494486,2.382917687600294,0.505609956496087
28,5.157630262965638,-6.613031622548027,2.3695390692273754,0.5057795551617094
29,5.37772447972185,-6.724019026293107,2.032801820360097,0.5
30,15.627683280347775,-6.532282009765683,2.7746154429205787,0.505554976175618
