Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,11.622705964618127,-5.585754918774102,2.3453390208666645,0.42277271238052283
2,20.326304506019312,-6.0135607588162205,2.229798972565745,0.37116798288441694
3,-0.6633696967264608,-6.427432551738143,0.7873921346031701,0.37337421836594353
4,2.0779168899667813,-6.666935635063536,0.8556935730942138,0.3789972831366684
5,-5.83918094332731,-6.9168183296417975,0.3698160922449522,0.38651524761012784
6,-4.479712673908661,-6.9887751798699504,0.3767090224616399,0.39236143679992885
7,-2.8911104467377893,-6.986260154903598,0.5236740566812043,0.43805459345849307
8,-5.770465394420899,-6.988220941443583,0.3798661442965829,0.4421345235353258
9,0.4458703059798461,-6.947538232244945,0.8412953305632349,0.44791438106199705
10,-0.13169818645467046,-7.014445141663347,0.6622457057411967,0.4537042008435362
11,-0.6633696967264608,-7.001124137131001,0.6413504944860425,0.4596332381278988
12,2.1286781975122215,-6.811554457757902,1.4162592529613955,0.5
13,3.517902023011695,-6.571124344249165,1.6727240747193088,0.5143649597399063
14,2.9565357576711087,-6.509496961256941,1.9562803943264853,0.5274979981020088
15,18.980335363618728,-6.338372778701123,2.976765625120045,0.5376112679936157
16,17.21100233307211,-6.515247854201566,2.2712782277425583,0.542495294189662
17,-0.45702702803423456,-6.764345906527367,1.3241903294103519,0.5
18,-0.13169818645467046,-6.916104867131725,1.130502122374667,0.5058662840364365
19,-0.6325445148867015,-7.047709505062496,0.7072829995138955,0.5120812323236068
20,10.59091730860986,-6.895977888290441,1.5528999531969803,0.5201379795804719
21,3.6008125074266477,-6.99879830362284,1.0128341922160322,0.5289854105805945
22,-4.089260530514811,-7.128042107247115,0.43185413303335485,0.5
23,-4.711791055356727,-7.138307905607307,0.4345558609535636,0.510111164615268
24,-1.4927891711841585,-7.124240001687513,0.5325034357855865,0.5188052072337591
25,-0.8099297220921748,-7.059718462035487,0.9594060129947038,0.526858967237463
26,-0.6633696967264608,-7.011557253025128,1.0116395407042065,0.5329222205982271
27,3.1364500068654895,-6.869231257506215,1.5948969435833096,0.5
28,6.971675826685921,-6.888697876044023,1.638190442588066,0.5058774002793809
29,-0.8964018530172426,-7.173526125215878,1.0105304977578586,0.5142302378233232
30,-0.6562349834483534,-7.038930916359745,1.0991905873921344,0.5197527912682012
