Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,30.47225602132108,-3.9196801235218413,6.726502745876533,0.42267591047853165
2,21.160534345472737,-4.53791522100145,4.974959726244195,0.4093858610519553
3,28.107247815231148,-4.67975117071666,5.173201133600889,0.4039928792282097
4,21.296711097796056,-6.027315731789749,3.5409517724719484,0.4028271451271226
5,11.01303373198089,-6.617211816218453,1.7850866019332337,0.40194147346230724
6,5.899002792814898,-6.569095806506061,1.7773954307560789,0.4427507799739396
7,12.189164910929392,-6.7052863239370915,1.8519092802562387,0.44718005335972194
8,1.8433469726118314,-6.590850620962886,1.380066150174015,0.45366874661732065
9,10.725857070000885,-6.840306459848518,1.6290383495964003,0.4620487894646396
10,4.741878030818006,-6.7904883219092245,1.318101510041178,0.4677762298983127
11,-0.6633696967264608,-6.9379408159821905,0.8853180078798816,0.5
12,3.3388683588753825,-6.783988548091584,1.4977303835928406,0.5087003550156262
13,7.756931672411426,-6.862279411906997,1.323493976867097,0.5146053913268325
14,-0.6633696967264608,-7.006490329619908,0.825620813828768,0.5223621811394307
15,-0.34036600126367844,-6.899108759658661,1.3164800394340472,0.5278405300985577
16,-0.19685393347573665,-6.963125861851312,1.2683715872615673,0.5
17,1.9983206766751174,-6.981929770002159,1.0369720421569795,0.5005776761720007
18,2.406226739107794,-6.940915812345488,1.074278898401672,0.4988601697297823
19,-4.37784778568287,-7.153367884635264,0.528022245025962,0.49704914818368484
20,-0.6633696967264608,-6.97048563627622,1.0018302645033645,0.4987719791670001
21,-2.7756993524829348,-7.136468573802788,0.5573313021213454,0.5
22,-0.5690440217358841,-7.027301681655545,1.0905755416793639,0.501659850592709
23,-0.9020387599782449,-7.075686521220437,1.0168707627347529,0.507551233850911
24,-0.9400518716883037,-7.058945874640542,1.005478062685117,0.5106773171503489
25,-1.348483929019494,-7.036351892944506,1.086326525437753,0.5117594698913179
26,-2.8297037400551988,-7.036553492965088,0.745071000692009,0.5
27,-3.228246160700781,-7.208975899674031,1.1069442872346256,0.5002589993368884
28,0.014343825402850285,-6.955836197570786,0.8367040586878349,0.4988932785088925
29,-2.8362628873357316,-7.116168261476986,0.6476514012126751,0.4957455963145469
30,-4.3733129647786315,-7.145492109909153,0.5934439630584089,0.49356677245579944
