Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,24.49708194606824,-1.3540631093365076,7.61541002893939,0.42263306322519506
2,20.47717887436105,-3.7284203062749754,5.883198320068296,0.4093922304645388
3,24.520671146425965,-4.983048349849458,4.844520214523423,0.36018409624886144
4,25.27901952446528,-5.493764541943824,3.8205411054731977,0.3199654629295585
5,11.608698729313353,-6.221555636107574,2.6230878561937767,0.31805095150517615
6,2.981826114365562,-6.552254939417939,1.6197082564121055,0.3192611137461225
7,2.095450327433557,-6.842727373913621,1.159393343064082,0.32244913491142785
8,-0.6633696967264608,-7.021634165257824,0.9670079370537932,0.3269535676406869
9,5.09978728970758,-7.094688026031275,1.5334138645786664,0.36279484259007716
10,0.6474672143256601,-6.824635605378675,1.4474342164862786,0.3653060270508051
11,-0.13169818645467046,-6.803267962998397,1.3160062496017955,0.3675728742907212
12,1.1941782084970889,-6.975142464261336,1.1488123445872251,0.3716240196072348
13,-0.13169818645467046,-7.124262147636793,1.3616758739712418,0.37963159686105613
14,11.032876660485703,-6.70649558077438,2.401217330035954,0.42563499373275865
15,11.604779278186285,-6.760606153326844,2.0287853668502907,0.4311203093725573
16,-0.00663886213931697,-6.986600606122014,1.6512996305512377,0.4377259249778031
17,2.0821339851327583,-6.815395464726598,1.6858738054974902,0.44293236131801905
18,-0.1027211100277956,-6.806499606236823,1.6325499682409266,0.44870110097716176
19,2.4113821577441215,-6.803847089257825,1.7562418013944134,0.4968984389733708
20,-0.48612387814733005,-7.0673062476724775,1.3185144710228096,0.49953190633312844
21,-1.2460967831592953,-7.055395145455673,1.754003746717989,0.5027715228774239
22,11.565041626388908,-6.8134208543000385,2.420206008202275,0.5101419437368552
23,1.870290342211844,-6.707200368844419,1.9435753533613709,0.5145953849996227
24,3.3073574695326258,-7.241875576153607,1.8398656206622774,0.5
25,-0.13067192215660306,-6.967853257862491,2.086316226093109,0.5072454781923142
26,12.910063932163041,-7.10580972531423,2.8781076562339476,0.5135396926039872
27,6.219447388853827,-7.092047931069856,3.191052468448363,0.5184100791346367
28,0.7567883571970668,-7.754371582623424,3.361182163567139,0.5267134075080747
29,16.258981288273958,-7.655424863318581,4.458346520542561,0.5
30,3.553245383803864,-8.184773948744997,5.134841187683303,0.5088555724784527
