Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,21.16363292317101,-6.391812089503062,2.5247787383399007,0.42219845911677284
2,25.24611415301629,-6.404191201172221,2.8026919128426613,0.36928974693214645
3,11.611901394279826,-6.740379817181693,1.9485519733931933,0.3654929672012179
4,20.954633023541074,-6.353293531927734,3.0049745050246015,0.3653081472484219
5,5.184393762541326,-6.7609705556233965,1.8252455186894763,0.3634803131979492
6,2.775053208857326,-6.7395992026389715,1.4630106565009138,0.3610713033466211
7,0.37409688150136233,-7.019502194378915,0.9933302056725157,0.3948218615237686
8,20.696562100866643,-6.674796147153341,2.637276928791503,0.3940058597988627
9,-0.6899790711497964,-6.907819461129728,1.092955591405854,0.39305962735762473
10,3.0864903773068804,-6.842551394577063,1.470713958733239,0.3963883950786633
11,1.9227256024739532,-7.02423874038171,1.261144791411535,0.3991969629199665
12,7.104676797618723,-6.745099240653757,1.8058559674469128,0.44045997192536424
13,16.87390804239729,-6.549983649769973,2.683825382339347,0.4417458448088372
14,6.185571563654438,-6.48917378251869,1.9836158072913461,0.4426542729856338
15,4.705682531235221,-6.728798832263522,1.6914068569892253,0.44355896167656506
16,25.455575282413598,-6.676912461151935,2.845126930029566,0.3991394625816139
17,2.9590126868109436,-7.089528203332001,0.9640294188068765,0.40255205588509335
18,-0.6633696967264608,-7.1200426614084735,0.915390982656914,0.40626547174423194
19,-0.3130019215345232,-7.03078092439312,1.0328809690611342,0.41123115603837956
20,3.093783296215605,-6.932024126077944,1.442904320359352,0.4130880572338225
21,2.9724299569914283,-7.112232719084261,1.069055483590968,0.45301437006753703
22,11.371571174595474,-6.879767857340169,1.6427797688618764,0.4562871854225762
23,-0.6633696967264608,-7.036848944540731,1.0135906592132993,0.45639664888806625
24,1.906100118344816,-7.0567250480527495,1.0608409443195495,0.45793530127923604
25,2.1061382890384763,-6.9862982377873974,1.1608253659875476,0.4568550839410702
26,5.81932823052389,-6.958015147460246,1.4399025342755971,0.5
27,14.531837993407532,-6.92494424062822,1.8071839759855681,0.4994267730259538
28,1.9679622000959753,-6.968916357549432,1.2766339638157638,0.5019920065240401
29,-0.6868574336359412,-7.160180973874717,0.7599878780230913,0.5050541360668921
30,-0.1105240478038425,-7.1103693763390705,0.7503008480577242,0.5074281479516394
