Generation,Best_fitness,Mean_fitness,SD_fitness,Sigma
1,21.450031000915818,-5.140267504685305,4.0795075882739305,0.4208546854292402
2,30.48725717316729,-5.107875749011731,4.340205874312493,0.3638667832433021
3,30.40784202563566,-6.051144806740052,3.026799388088662,0.35605584731591366
4,6.309481979549748,-6.440523916341467,1.7217526896520317,0.3535552039155076
5,10.379855841761804,-6.646866700941842,1.9481258278991755,0.3535725547864564
6,3.0511819079256206,-6.835062319537829,1.407469762215487,0.35647655298743397
7,3.8540185376062066,-6.890824510751924,1.2781117731848646,0.39885802765355766
8,1.9983354861174067,-6.839808866912972,1.1668867289678224,0.4061377993528968
9,7.031331185130288,-6.960864414946782,1.1899783671943192,0.4139373345678477
10,1.7523187256319375,-7.012415794532346,0.9193945903137308,0.42233978814166717
11,-3.055231521165024,-7.058342126585761,0.6370322024587625,0.42909710774356924
12,2.0543259852268054,-7.017312328954018,0.9056932950117175,0.4776874350856968
13,2.989933977879746,-6.985014805868336,0.9728895822104568,0.48625695420960635
14,2.0215841612602166,-6.869395057676193,1.141446864912322,0.4924149913411912
15,5.096617581581793,-6.887970561365766,1.411203621705883,0.49937481557663166
16,1.942666894917135,-7.0801600282845065,0.922112752076562,0.5070681245267746
17,-1.383086165789976,-7.045493272291953,0.6572844178714994,0.5
18,-0.6630515723073227,-7.05204919605183,0.8282232574974622,0.5033880016036004
19,-0.8873933180173288,-7.044847775103243,0.8435114342106956,0.5058376521869558
20,-2.7531869117265426,-7.177002313273731,0.5646286250883491,0.5081232522164916
21,-2.7011236827747203,-7.105695737697029,0.5231430829156133,0.5118163208817521
22,-2.1906542562018103,-7.143929873032164,0.5802278915779778,0.5
23,2.8739571825288692,-7.068677876378177,1.0062294888771224,0.5040862983619405
24,-1.8531355916510481,-7.140165231884078,0.5231469920783948,0.5067967150559533
25,-3.3393264946095353,-7.119539316570198,0.5456990135888139,0.5071281714533684
26,-0.6633696967264608,-7.127104258106466,0.5934807795564573,0.5055763988717059
27,-1.5032530995550086,-7.107173849886348,0.7105549847766672,0.5
28,-0.24210165752309187,-7.100024437653815,1.0942002930642638,0.5006510523071908
29,1.1343989415019777,-7.129944867724974,0.8413918190044862,0.4978144053697717
30,-4.767085065229758,-7.1717562403055535,0.48523802114437126,0.4956326398067734
